"Pos","Company","Link","PostDate","Page No"
"HRIS Analyst - 1 year contract","A.S. Watson Group (HK) Limited","https://hk.jobsdb.com/hk/en/job/hris-analyst-100003005877862","2018-01-31","6"
"System Administrator","Toppan Forms Computer Systems Ltd.","https://hk.jobsdb.com/hk/en/job/system-administrator-100003005877844","2018-01-31","6"
"Mobile Application Developer","China Mobile Hong Kong ??????","https://hk.jobsdb.com/hk/en/job/mobile-application-developer-100003005877838","2018-01-31","6"
"Data Analyst","International Customer Loyalty Programmes Ltd (ICLP)","https://hk.jobsdb.com/hk/en/job/data-analyst-100003005877836","2018-01-31","6"
"Analyst - Java/C Application development","TransUnion Limited","https://hk.jobsdb.com/hk/en/job/analyst-java-c-application-development-100003005877796","2018-01-31","6"
"Analyst Programmer","TransUnion Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005877797","2018-01-31","6"
"Analyst Programmer / System Analyst (1 year contract)","TransUnion Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005877798","2018-01-31","6"
"IT Security Analyst - APAC","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/it-security-analyst-apac-100003005877788","2018-01-31","6"
"Analyst Programmer/Programmer (C#)","Mtel Ltd","https://hk.jobsdb.com/hk/en/job/analyst-programmer-programmer-100003005877776","2018-01-31","6"
"Analyst Programmer (iOS / Android)","Mtel Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005877775","2018-01-31","6"
"Data Engineer/ Scientist - Data Modelling","Michael Page","https://hk.jobsdb.com/hk/en/job/data-engineer-scientist-data-modelling-100003005877766","2018-01-31","6"
"VR Programmer (Unity)","JetOne Motion (Hong Kong) Limited","https://hk.jobsdb.com/hk/en/job/vr-programmer-100003005877688","2018-01-31","6"
"Web Developer","Fusion Limited","https://hk.jobsdb.com/hk/en/job/web-developer-100003005877686","2018-01-31","6"
"Full Stack Developer","Hong Kong Television Network Limited","https://hk.jobsdb.com/hk/en/job/full-stack-developer-100003005877660","2018-01-31","6"
"Java Programmer (5 days)","Virtual Gaming Technology Limited","https://hk.jobsdb.com/hk/en/job/java-programmer-100003005877647","2018-01-31","6"
"Analyst  Programmer (.NET / Java) (Multiple Vacancies)","PeopleLink Services Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005877629","2018-01-31","6"
"Analyst  Programmer (.NET / Java) (Multiple Vacancies)","PeopleLink Services Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005877629","2018-01-31","6"
"Solution Consultant  (Talent Acquisition Business Unit)","Lumesse Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/solution-consultant-100003005877620","2018-01-31","7"
"Analyst Programmer (12-month contract)","Spatial Technology Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005877598","2018-01-31","7"
"Programmer (Microsoft C#.NET, MS SQL, iOS and Android development)","Tai Sang Land Development Ltd","https://hk.jobsdb.com/hk/en/job/programmer-100003005877597","2018-01-31","7"
"System Analyst","Tai Sang Land Development Ltd","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005877595","2018-01-31","7"
"Digital Project Manager","Lan Kwai Fong Group","https://hk.jobsdb.com/hk/en/job/digital-project-manager-100003005877534","2018-01-31","7"
"Digital Project Manager","Lan Kwai Fong Group","https://hk.jobsdb.com/hk/en/job/digital-project-manager-100003005877534","2018-01-31","7"
"Programmer (IT Systems Development)","Shanghai Commercial Bank Ltd","https://hk.jobsdb.com/hk/en/job/programmer-100003005877502","2018-01-31","7"
"Java web developer","Frank Recruitment Group Private Ltd","https://hk.jobsdb.com/hk/en/job/java-web-developer-400003003473905","2018-01-31","7"
"UI/UX Designer -  Top ICT Company , family-work environment  ~ $25- $35K","Venturenix Limited","https://hk.jobsdb.com/hk/en/job/ui-ux-designer-top-ict-company-family-work-environment-100003005877426","2018-01-31","7"
"Analyst Programmer - Banking","Ikas International (Asia) Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-banking-100003005877422","2018-01-31","7"
"Project Manager /System Analyst & Programmer/System / Business Analyst/Trainee /IT Support","Seamatch Asia Limited","https://hk.jobsdb.com/hk/en/job/project-manager-system-analyst-programmer-system-business-analyst-trainee-it-support-100003005877417","2018-01-31","7"
"Analyst Programmer / System Analyst (Java, Banking / Finance)","abc Multiactive (Hong Kong) Ltd","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005877389","2018-01-31","7"
"Senior Mobile App Developer / Analyst Programmer (Mobile)","Hong Kong School of Motoring","https://hk.jobsdb.com/hk/en/job/senior-mobile-app-developer-analyst-programmer-100003005877361","2018-01-31","7"
"Java Programmer","Xaness Interactive Limited","https://hk.jobsdb.com/hk/en/job/java-programmer-100003005877345","2018-01-31","7"
"Web Developer","Become Recruitment","https://hk.jobsdb.com/hk/en/job/web-developer-100003005877267","2018-01-31","7"
"Systems Engineer (Window Server, VMware, AD)","CL Technical Services Ltd.","https://hk.jobsdb.com/hk/en/job/systems-engineer-100003005874597","2018-01-31","7"
"Software Engineer / Programmer (Station in Shenzhen)","Fong's National Engineering Co Ltd","https://hk.jobsdb.com/hk/en/job/software-engineer-programmer-100003005877191","2018-01-31","7"
"Frontend Team Lead - React.js (5 days)","Virtual Gaming Technology Limited","https://hk.jobsdb.com/hk/en/job/frontend-team-lead-react-js-100003005877177","2018-01-31","7"
"Business Analyst  ( 5 days)","Virtual Gaming Technology Limited","https://hk.jobsdb.com/hk/en/job/business-analyst-100003005877176","2018-01-31","7"
"Java Programmer / Analyst Programmer / System Analyst (5 days)","Virtual Gaming Technology Limited","https://hk.jobsdb.com/hk/en/job/java-programmer-analyst-programmer-system-analyst-100003005877174","2018-01-31","7"
"System Analyst (Java)  ( 5 days)","Virtual Gaming Technology Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005877172","2018-01-31","7"
"Frontend Developer - React.js (5 days)","Virtual Gaming Technology Limited","https://hk.jobsdb.com/hk/en/job/frontend-developer-react-js-100003005877171","2018-01-31","7"
"Web Application Developer - ReactJS (5 days work)","Virtual Gaming Technology Limited","https://hk.jobsdb.com/hk/en/job/web-application-developer-reactjs-100003005877170","2018-01-31","7"
"Analyst Programmer (Java)","Virtual Gaming Technology Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005877169","2018-01-31","7"
"Business Analyst - WMS (Warehouse Management System)","Cargo Services Far East Limited","https://hk.jobsdb.com/hk/en/job/business-analyst-wms-100003005877164","2018-01-31","7"
"HRM Technical Consultant - Microsoft Dynamics AX","Tectura Hong Kong Ltd","https://hk.jobsdb.com/hk/en/job/hrm-technical-consultant-microsoft-dynamics-ax-100003005877110","2018-01-31","7"
"Developer, Microsoft.NET","Tectura Hong Kong Ltd","https://hk.jobsdb.com/hk/en/job/developer-microsoft-dotnet-100003005877111","2018-01-31","7"
"AX Business Analyst/Application Consultant (Manufacturing)","Tectura Hong Kong Ltd","https://hk.jobsdb.com/hk/en/job/ax-business-analyst-application-consultant-100003005877109","2018-01-31","7"
"DATABASE SUPPORT ENGINEER - INTERNATIONAL SCHOOL","Nord Anglia International School, Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/database-support-engineer-international-school-100003005877107","2018-01-31","7"
"Technical Consultant_Microsoft Dynamics CRM","Tectura Hong Kong Ltd","https://hk.jobsdb.com/hk/en/job/technical-consultant-microsoft-dynamics-crm-100003005877098","2018-01-31","7"
"Lead Presales Consultant - Application Development (IoT / Digital Service)","PCCW Solutions Limited","https://hk.jobsdb.com/hk/en/job/lead-presales-consultant-application-development-100003005877076","2018-01-31","7"
"Web Developer (frontend)","We Fly Travel Limited","https://hk.jobsdb.com/hk/en/job/web-developer-100003005877030","2018-01-31","7"
"Senior Technical Manager (.NET/C# Architecture) - Perm / Competitive Package","Endeavour Search Limited","https://hk.jobsdb.com/hk/en/job/senior-technical-manager-100003005875697","2018-01-31","7"
"Web Developer","DigiSalad Limited","https://hk.jobsdb.com/hk/en/job/web-developer-100003005872456","2018-01-31","7"
"(5 Posts)   PHP Developer / Node.JS Programmer / Web Developer / AOS or iOS Developer / QA Engineer","VTL-Solutions Ltd.","https://hk.jobsdb.com/hk/en/job/php-developer-node-dot-js-programmer-web-developer-aos-or-ios-developer-qa-engineer-100003005877055","2018-01-31","7"
"System Development Manager - IT (Clearing System Development & Support) (For a 9 months to 1 year contract)","Hong Kong Exchanges and Clearing Limited","https://hk.jobsdb.com/hk/en/job/system-development-manager-it-100003005877053","2018-01-31","7"
"Java Analyst Programmers / Programmers  - Insurance Systems (Major Bank)","IT Solutions Ltd.","https://hk.jobsdb.com/hk/en/job/java-analyst-programmers-programmers-insurance-systems-100003005875148","2018-01-30","7"
"Mobile Application Developer (iOS or Android)","ESD Services Limited (ESDlife)","https://hk.jobsdb.com/hk/en/job/mobile-application-developer-100003005877019","2018-01-30","7"
"Mobile Application Developer (iOS / Android) - Vendor (Permanent)","Gulf Connexions Limited","https://hk.jobsdb.com/hk/en/job/mobile-application-developer-vendor-100003005877015","2018-01-30","7"
"SAP Consultant (SD, MM) - Permanent","Gulf Connexions Limited","https://hk.jobsdb.com/hk/en/job/sap-consultant-100003005877016","2018-01-30","7"
"Analyst Programmer / System Analyst (Java) - Permanent","Gulf Connexions Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005877017","2018-01-30","7"
"Technical Project Manager / Technical Lead - Reputable Bank (Contract)","Gulf Connexions Limited","https://hk.jobsdb.com/hk/en/job/technical-project-manager-technical-lead-reputable-bank-100003005877012","2018-01-30","7"
"ASP.NET Developer (for IT and Construction project)","Gulf Connexions Limited","https://hk.jobsdb.com/hk/en/job/asp-dotnet-developer-100003005877011","2018-01-30","7"
"Contract Java Developer - Banking/Insurance (30-40k)","Gulf Connexions Limited","https://hk.jobsdb.com/hk/en/job/contract-java-developer-banking-insurance-100003005877009","2018-01-30","7"
"[URGENT] Contract System Analyst - Java - Banking ($40-50k)","Gulf Connexions Limited","https://hk.jobsdb.com/hk/en/job/contract-system-analyst-java-banking-100003005877010","2018-01-30","7"
"Software Engineers in Helsinki, Finland","Kantele Limited","https://hk.jobsdb.com/hk/en/job/software-engineers-in-helsinki-finland-100003005875470","2018-01-30","7"
"C++ Developer - Blockchain FinTech Firm","Pinpoint Asia Limited","https://hk.jobsdb.com/hk/en/job/cplusplus-developer-blockchain-fintech-firm-100003005876929","2018-01-30","7"
"IT SAP Programmer/Analyst Programmer - Japanese MNC mfg/5 days","JPC Texson Limited","https://hk.jobsdb.com/hk/en/job/it-sap-programmer-analyst-programmer-japanese-mnc-mfg-100003005876921","2018-01-30","7"
"Mobile Application Developer  (Insurance Company)","IT Consulting Solutions Limited","https://hk.jobsdb.com/hk/en/job/mobile-application-developer-100003005876919","2018-01-30","7"
"Database Specialist","Foundation Global Education Limited","https://hk.jobsdb.com/hk/en/job/database-specialist-100003005876881","2018-01-30","7"
"PHP Senior Developer / Lead +$500k","Ambitious People","https://hk.jobsdb.com/hk/en/job/php-senior-developer-lead-100003005876861","2018-01-30","7"
"PHP Senior Developer / Lead +$500k","Ambitious People","https://hk.jobsdb.com/hk/en/job/php-senior-developer-lead-100003005876861","2018-01-30","7"
"Mobile Banking Development Manager - Top Retail Bank","Pinpoint Asia Limited","https://hk.jobsdb.com/hk/en/job/mobile-banking-development-manager-top-retail-bank-100003005876856","2018-01-30","8"
"Programmer (Ref: PGR/IT/2018)","Kum Shing Group","https://hk.jobsdb.com/hk/en/job/programmer-100003005876840","2018-01-30","8"
"Head of IT - POS / SAP / E-Commerce - Retail","Hays","https://hk.jobsdb.com/hk/en/job/head-of-it-pos-sap-e-commerce-retail-100003005876826","2018-01-30","8"
"Mobile Developer ($20K-$35K)","STA Pacific Limited","https://hk.jobsdb.com/hk/en/job/mobile-developer-100003005876809","2018-01-30","8"
".NET System Analyst/ Analyst Programmer/ Programmer","Linkers International Limited","https://hk.jobsdb.com/hk/en/job/dotnet-system-analyst-analyst-programmer-programmer-100003005876804","2018-01-30","8"
".NET System Analyst/ Analyst Programmer/ Programmer","Linkers International Limited","https://hk.jobsdb.com/hk/en/job/dotnet-system-analyst-analyst-programmer-programmer-100003005876804","2018-01-30","8"
"DBA - Oracle RDBMS, Oracle database tuning, PL/SQL, Unix/Linux Shell Scripting","InfoTech Services ( HK ) Ltd. ??????(??)????","https://hk.jobsdb.com/hk/en/job/dba-oracle-rdbms-oracle-database-tuning-pl-sql-unix-linux-shell-scripting-100003005876802","2018-01-30","8"
"PHP / Web Application Programmer","Babelland Technology Ltd","https://hk.jobsdb.com/hk/en/job/php-web-application-programmer-100003005876772","2018-01-30","8"
"Technical Lead/ Manager - BI/ CRM/ data analytics","Wellesley Associates Limited","https://hk.jobsdb.com/hk/en/job/technical-lead-manager-bi-crm-data-analytics-100003005876763","2018-01-30","8"
"Business Analyst - 30k","Hudson","https://hk.jobsdb.com/hk/en/job/business-analyst-100003005876747","2018-01-30","8"
"Java SOA Developers - Leading Bank","Pinpoint Asia Limited","https://hk.jobsdb.com/hk/en/job/java-soa-developers-leading-bank-100003005876746","2018-01-30","8"
"Freelance Web Developer (C#.NET,PHP, 3-4 days per week)","Pengtai Greater China Company Limited","https://hk.jobsdb.com/hk/en/job/freelance-web-developer-100003005876741","2018-01-30","8"
"Systems Analyst - Java EE, Web Services","InfoTech Services ( HK ) Ltd. ??????(??)????","https://hk.jobsdb.com/hk/en/job/systems-analyst-java-ee-web-services-100003005876731","2018-01-30","8"
"Server Engineer / Network Engineer / Database Administrator / Helpdesk / IT Support / Operator","Seamatch Asia Limited","https://hk.jobsdb.com/hk/en/job/server-engineer-network-engineer-database-administrator-helpdesk-it-support-operator-100003005876727","2018-01-30","8"
"IT Development Professionals","Computer Recruitment Consultants Ltd","https://hk.jobsdb.com/hk/en/job/it-development-professionals-100003005876722","2018-01-30","8"
"DBA (Oracle / DB2) - Leading Investment Bank","Pinpoint Asia Limited","https://hk.jobsdb.com/hk/en/job/dba-leading-investment-bank-100003005876712","2018-01-30","8"
"Assistant Business Analyst","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/assistant-business-analyst-100003005876694","2018-01-30","8"
"Software Engineer (Zigbee)- Energy Management Tech Company","Hays","https://hk.jobsdb.com/hk/en/job/software-engineer-energy-management-tech-company-100003005876671","2018-01-30","8"
"Programmer (J2EE)","EDPS Systems Limited","https://hk.jobsdb.com/hk/en/job/programmer-100003005876603","2018-01-30","8"
"IT Operation Support","Talent TI International (HK) Limited","https://hk.jobsdb.com/hk/en/job/it-operation-support-100003005876598","2018-01-30","8"
"Programmer","NewTrek Systems Limited","https://hk.jobsdb.com/hk/en/job/programmer-100003005876530","2018-01-30","8"
".NET Analyst Programmer","NewTrek Systems Limited","https://hk.jobsdb.com/hk/en/job/dotnet-analyst-programmer-100003005876529","2018-01-30","8"
"Analyst Programmer/ System Analyst (Java) 25K-35K","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005876522","2018-01-30","8"
"Programmer (JAVA)","EDPS Systems Limited","https://hk.jobsdb.com/hk/en/job/programmer-100003005876500","2018-01-30","8"
"Mobile Apps Programmer (Freelance/Part-Time)","Heng Yu Technology (Hong Kong) Limited","https://hk.jobsdb.com/hk/en/job/mobile-apps-programmer-100003005876494","2018-01-30","8"
"Analyst Programmer / Software Engineer (.Net) 25-32k","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-software-engineer-100003005876490","2018-01-30","8"
"Technical Analyst / Assistant Technical Analyst - Software Development (Ref:TA/DEV/ISD)","Orient Overseas Container Line Ltd (OOCL)","https://hk.jobsdb.com/hk/en/job/technical-analyst-assistant-technical-analyst-software-development-100003005876484","2018-01-30","8"
"Technical Analyst - SAP (Ref: TA/MIS/ISD)","Orient Overseas Container Line Ltd (OOCL)","https://hk.jobsdb.com/hk/en/job/technical-analyst-sap-100003005876483","2018-01-30","8"
"Assistant System Engineer (.NET Programmer)","Parking Systems Limited","https://hk.jobsdb.com/hk/en/job/assistant-system-engineer-100003005876479","2018-01-30","8"
"Senior Marketing Consultant-M&C(DCM)-IFS_HK","PwC","https://hk.jobsdb.com/hk/en/job/senior-marketing-consultant-m-and-c-ifs-hk-100003005876466","2018-01-30","8"
"Web Developer (Java)","Drake Overload Ltd","https://hk.jobsdb.com/hk/en/job/web-developer-100003005876462","2018-01-30","8"
"Software Engineer","Radica Systems Limited","https://hk.jobsdb.com/hk/en/job/software-engineer-100003005876419","2018-01-30","8"
"Senior Software Engineer","Radica Systems Limited","https://hk.jobsdb.com/hk/en/job/senior-software-engineer-100003005876408","2018-01-30","8"
"Android Developer","Lik On Technology Limited","https://hk.jobsdb.com/hk/en/job/android-developer-100003005876149","2018-01-30","8"
"SENIOR DEVELOPER (18-month contract) (5-day week)","Nan Fung Group","https://hk.jobsdb.com/hk/en/job/senior-developer-100003005876388","2018-01-30","8"
"Programmer, Systems & Infrastructure","Digi-Sign Certification Services Limited","https://hk.jobsdb.com/hk/en/job/programmer-systems-infrastructure-100003005876183","2018-01-30","8"
"Analyst Programmer / Programmer","Data World Solutions Ltd","https://hk.jobsdb.com/hk/en/job/analyst-programmer-programmer-100003005876184","2018-01-30","8"
"Engineer - Aviation","PCCW Solutions Limited","https://hk.jobsdb.com/hk/en/job/engineer-aviation-100003005876105","2018-01-30","8"
"Technical Officer - Broadband Network and Switching","PCCW Solutions Limited","https://hk.jobsdb.com/hk/en/job/technical-officer-broadband-network-and-switching-100003005876100","2018-01-30","8"
"IT Team Lead","A.S. Watson Industries","https://hk.jobsdb.com/hk/en/job/it-team-lead-100003005876050","2018-01-30","8"
"System Analyst (.Net & Web Services)","Swing Consulting Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005876032","2018-01-30","8"
"Business Analyst (SAP Supply Chain Management / Manufacturing; HK$550K to HK$650K per annum)","Master Talent International Limited","https://hk.jobsdb.com/hk/en/job/business-analyst-100003005876036","2018-01-30","8"
"Programmer (JAVA/J2EE) 180207/P","Peoplebank Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/programmer-180207-p-100003005876034","2018-01-30","8"
"Cloud SaaS ERP developer Junior/Trainee","Aspiring Technologies Limited","https://hk.jobsdb.com/hk/en/job/cloud-saas-erp-developer-junior-trainee-100003005876030","2018-01-30","8"
"FREELANCE - LotusScript Developer","City Computing Limited","https://hk.jobsdb.com/hk/en/job/freelance-lotusscript-developer-100003005876022","2018-01-30","8"
"Junior Programmer","Luk Fook Financial Services Limited","https://hk.jobsdb.com/hk/en/job/junior-programmer-100003005875993","2018-01-30","8"
"IT SUPPORT (REF : AC-IT)","Dickson Concepts Ltd","https://hk.jobsdb.com/hk/en/job/it-support-100003005875987","2018-01-30","8"
"Web Application Developer","LEAP@HK, Hong Kong Science & Technology Parks Corporation","https://hk.jobsdb.com/hk/en/job/web-application-developer-100003005875947","2018-01-30","8"
"Programmer (Web Application) (5-day work)","AASTOCKS.COM LIMITED","https://hk.jobsdb.com/hk/en/job/programmer-100003005875909","2018-01-30","8"
"iPhone/iPad Application Developer (5-day work)","AASTOCKS.COM LIMITED","https://hk.jobsdb.com/hk/en/job/iphone-ipad-application-developer-100003005875910","2018-01-30","8"
"Android Application Developer (5-day work)","AAStocks.com Limited","https://hk.jobsdb.com/hk/en/job/android-application-developer-100003005875911","2018-01-30","8"
"Android Application Developer (5-day work)","AAStocks.com Limited","https://hk.jobsdb.com/hk/en/job/android-application-developer-100003005875911","2018-01-30","8"
"Lead Software Engineer","Aspire","https://hk.jobsdb.com/hk/en/job/lead-software-engineer-400003003472085","2018-01-30","9"
"3D Software Engineer","LEAP@HK,Hong Kong Science & Technology Parks Corporation","https://hk.jobsdb.com/hk/en/job/3d-software-engineer-100003005875850","2018-01-30","9"
"Machine Learning Software Engineer","LEAP@HK,Hong Kong Science & Technology Parks Corporation","https://hk.jobsdb.com/hk/en/job/machine-learning-software-engineer-100003005875819","2018-01-30","9"
"Full Stack Web Developer - Python Expert - Prop Trading Hong Kong","Xpand Group","https://hk.jobsdb.com/hk/en/job/full-stack-web-developer-python-expert-prop-trading-hong-kong-100003005875824","2018-01-30","9"
"Assistant System Engineer / System Administrator- SAP Basic - 5 days","Eternity Consultants (HK) Ltd","https://hk.jobsdb.com/hk/en/job/assistant-system-engineer-system-administrator-sap-basic-100003005875805","2018-01-30","9"
"Assistant System Engineer / System Administrator- SAP Basic - 5 days","Eternity Consultants (HK) Ltd","https://hk.jobsdb.com/hk/en/job/assistant-system-engineer-system-administrator-sap-basic-100003005875805","2018-01-30","9"
"Programmer","Asia Port Services Limited","https://hk.jobsdb.com/hk/en/job/programmer-100003005875802","2018-01-30","9"
"SOFTWARE ENGINEERING, RAIL - CONSULTANT / SENIOR CONSULTANT","Ricardo Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/software-engineering-rail-consultant-senior-consultant-100003005875800","2018-01-30","9"
"ICG - Cloud App Developer (CAD20180130)","The I Consulting Limited","https://hk.jobsdb.com/hk/en/job/icg-cloud-app-developer-100003005875781","2018-01-30","9"
"IT Specialist - IT (Clearing System Development & Support) (For a 9 months to 1 year contract)","Hong Kong Exchanges and Clearing Limited","https://hk.jobsdb.com/hk/en/job/it-specialist-it-100003005875759","2018-01-30","9"
"Java System Analyst - Banking","Ikas International (Asia) Limited","https://hk.jobsdb.com/hk/en/job/java-system-analyst-banking-100003005875715","2018-01-30","9"
"Java Enterprise Application Integration Engineer - Global FinTech","Xpand Group","https://hk.jobsdb.com/hk/en/job/java-enterprise-application-integration-engineer-global-fintech-100003005875705","2018-01-30","9"
"Mainframe System Analyst - Banking","Ikas International (Asia) Limited","https://hk.jobsdb.com/hk/en/job/mainframe-system-analyst-banking-100003005875701","2018-01-30","9"
"System Administrator (Windows Server 2008/2012)","CL Technical Services Ltd.","https://hk.jobsdb.com/hk/en/job/system-administrator-100003005874591","2018-01-30","9"
"Database Administrator (Oracle / MS SQL Server)","CL Technical Services Ltd.","https://hk.jobsdb.com/hk/en/job/database-administrator-100003005874590","2018-01-30","9"
"Java Programmer/ Analyst Programmer/ System Analyst","Linkers International Limited","https://hk.jobsdb.com/hk/en/job/java-programmer-analyst-programmer-system-analyst-100003005875679","2018-01-30","9"
"Programmer / Analyst Programmer (API Deployment)","IT - Partners Limited","https://hk.jobsdb.com/hk/en/job/programmer-analyst-programmer-100003005875639","2018-01-30","9"
"Android / aOS Developer","Capgemini Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/android-aos-developer-100003005875616","2018-01-30","9"
"System Analyst (JAVA)","Chandler Macleod","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005875611","2018-01-30","9"
"Web Programmer / Developer (5 days work)","miniwork Limited","https://hk.jobsdb.com/hk/en/job/web-programmer-developer-100003005875599","2018-01-30","9"
"Helpdesk Support Specialist","Kerry Logistics","https://hk.jobsdb.com/hk/en/job/helpdesk-support-specialist-100003005875584","2018-01-30","9"
"Senior Engineer / Engineer (End User Computing)","Pacific Career Limited - IT Search","https://hk.jobsdb.com/hk/en/job/senior-engineer-engineer-100003005875497","2018-01-30","9"
"Decision Management Consultant - Java / Cloud","DMS","https://hk.jobsdb.com/hk/en/job/decision-management-consultant-java-cloud-100003005875495","2018-01-30","9"
"System Analyst/Data Specialist/Analyst Programmer (Java/GIS/.Net/C++/P2P/Sharepoint/)","Elee Consulting Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-data-specialist-analyst-programmer-100003005875483","2018-01-30","9"
"Business Analyst","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/business-analyst-100003005875438","2018-01-30","9"
"Front end/ Full Stack developers wanted! FinTech Start up","Huntman Consultancy Limited","https://hk.jobsdb.com/hk/en/job/front-end-full-stack-developers-wanted-fintech-100003005875433","2018-01-30","9"
"SAP Consultant","Fountain Set (Holdings) Limited","https://hk.jobsdb.com/hk/en/job/sap-consultant-100003005875409","2018-01-30","9"
"Mobile Application Developer (Hong Kong Island/ Less exp welcome)","RGF HR Agent Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/mobile-application-developer-100003005875396","2018-01-30","9"
"ASSISTANT PROJECT MANAGER","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/assistant-project-manager-100003005875381","2018-01-30","9"
"Applications Developer (SAS DI/VA)","IT Channel (Asia) Limited","https://hk.jobsdb.com/hk/en/job/applications-developer-100003005875356","2018-01-30","9"
"Mobile App Programmer","HAS Holdings Limited","https://hk.jobsdb.com/hk/en/job/mobile-app-programmer-100003005875236","2018-01-30","9"
"IT Project Engineer (1-year Contract, Flexible Working Schedule)","RecruitFirst Limited","https://hk.jobsdb.com/hk/en/job/it-project-engineer-100003005875299","2018-01-30","9"
"Programmer / Analyst Programmer","Next Sourcing Limited","https://hk.jobsdb.com/hk/en/job/programmer-analyst-programmer-100003005875296","2018-01-30","9"
"Programmer","WTT HK Limited","https://hk.jobsdb.com/hk/en/job/programmer-100003005875291","2018-01-30","9"
"System Administrator / IT Support Engineer","Longrow Shipping Ltd","https://hk.jobsdb.com/hk/en/job/system-administrator-it-support-engineer-100003005875280","2018-01-30","9"
"Solution Analyst","Cathay Pacific Airways Ltd","https://hk.jobsdb.com/hk/en/job/solution-analyst-100003005875272","2018-01-30","9"
"Senior System Analyst","WTT HK Limited","https://hk.jobsdb.com/hk/en/job/senior-system-analyst-100003005875213","2018-01-30","9"
"System Engineer - Database Administration (Station in Dongguan)","SAE Magnetics (Hong Kong) Ltd","https://hk.jobsdb.com/hk/en/job/system-engineer-database-administration-100003005875260","2018-01-30","9"
"Channel Sales Manager","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/channel-sales-manager-100003005875196","2018-01-30","9"
"Programmer (Mobile Application Development) (Ref: CRi/MAD)","Commercial Radio Productions Ltd","https://hk.jobsdb.com/hk/en/job/programmer-100003005875166","2018-01-30","9"
"Development Lead $55k - $60k","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/development-lead-100003005875113","2018-01-30","9"
"System Analyst / Analyst Programmer","Goji Management Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-analyst-programmer-100003005875094","2018-01-30","9"
"Product Associate/Client Service Associate - Fintech","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/product-associate-client-service-associate-fintech-100003005875086","2018-01-30","9"
"Senior Web Developer","Viu","https://hk.jobsdb.com/hk/en/job/senior-web-developer-100003005875065","2018-01-30","9"
"Data Analyst / Senior Data Analyst (MOOV)","PCCW Media","https://hk.jobsdb.com/hk/en/job/data-analyst-senior-data-analyst-100003005875061","2018-01-30","9"
"WEB DEVELOPER / WEB DEVELOPER TRAINEE","RollAngle","https://hk.jobsdb.com/hk/en/job/web-developer-web-developer-trainee-100003005875044","2018-01-30","9"
"Senior Programmer","Phillip Securities Group","https://hk.jobsdb.com/hk/en/job/senior-programmer-100003005875004","2018-01-30","9"
"Regional IT Security Manager","Chandler Macleod","https://hk.jobsdb.com/hk/en/job/regional-it-security-manager-100003005874959","2018-01-30","9"
"Web Programmer","Paka Preschool Products Limited","https://hk.jobsdb.com/hk/en/job/web-programmer-100003005874955","2018-01-30","9"
"Programmer (Client App)","Mad Head App Limited","https://hk.jobsdb.com/hk/en/job/programmer-100003005874953","2018-01-30","9"
"Senior Programmer (Server)","Mad Head App Limited","https://hk.jobsdb.com/hk/en/job/senior-programmer-100003005874952","2018-01-30","9"
"Senior Programmer (Server)","Mad Head App Limited","https://hk.jobsdb.com/hk/en/job/senior-programmer-100003005874952","2018-01-30","9"
"Database Administrator","Li & Fung (Trading) Ltd","https://hk.jobsdb.com/hk/en/job/database-administrator-100003005874869","2018-01-30","10"
