"Pos","Company","Link","PostDate","Page No"
"SAP Consultant - Financial","DynaSys Solutions Limited","https://hk.jobsdb.com/hk/en/job/sap-consultant-financial-100003005832838","2018-01-12","48"
"Front-End Web Developer  ~ Innovative company ~ 30-35K!","Venturenix Limited","https://hk.jobsdb.com/hk/en/job/front-end-web-developer-innovative-company-100003005832968","2018-01-12","48"
"Senior Analyst Programmer - Banking","Ikas International (Asia) Limited","https://hk.jobsdb.com/hk/en/job/senior-analyst-programmer-banking-100003005832939","2018-01-12","48"
"C++ Algo Strategy Developer","XY Capital Limited","https://hk.jobsdb.com/hk/en/job/cplusplus-algo-strategy-developer-100003005832932","2018-01-12","48"
"ERP Project Consultant","Aim System Ltd","https://hk.jobsdb.com/hk/en/job/erp-project-consultant-100003005832896","2018-01-12","48"
"Web Developer (5-day work)","RCMART Limited","https://hk.jobsdb.com/hk/en/job/web-developer-100003005832880","2018-01-12","48"
"Business Analyst","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/business-analyst-100003005832882","2018-01-12","48"
"IT Service Support Engineer/ Developer or Programmer","J.H. Power Limited","https://hk.jobsdb.com/hk/en/job/it-service-support-engineer-developer-or-programmer-100003005832801","2018-01-12","48"
"IT support / Senior System Analyst & Programmer / System or Network Engineer / Business Analyst","Seamatch Asia Limited","https://hk.jobsdb.com/hk/en/job/it-support-senior-system-analyst-programmer-system-or-network-engineer-business-analyst-100003005832842","2018-01-12","48"
"Java Developer (eCommerce)","Ikas International (Asia) Limited","https://hk.jobsdb.com/hk/en/job/java-developer-100003005832837","2018-01-12","48"
"System Support Engineer","Bank of Communications Trustee Limited","https://hk.jobsdb.com/hk/en/job/system-support-engineer-100003005832738","2018-01-12","48"
"(Senior) IT Support Officer / System Engineer / Network Engineer / Helpdesk / Business Analyst","Seamatch Asia Limited","https://hk.jobsdb.com/hk/en/job/it-support-officer-system-engineer-network-engineer-helpdesk-business-analyst-100003005832730","2018-01-12","48"
"Analyst Programmer/Senior Analyst Programmer, E-Banking, Information Technology","Fubon Bank (Hong Kong) Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-senior-analyst-programmer-e-banking-information-technology-100003005832682","2018-01-12","48"
"Programmer","Kai Shing Management Services Ltd","https://hk.jobsdb.com/hk/en/job/programmer-100003005832672","2018-01-12","48"
"Mobile App Engineer","Kai Shing Management Services Ltd","https://hk.jobsdb.com/hk/en/job/mobile-app-engineer-100003005832667","2018-01-12","48"
"System Analyst","Kai Shing Management Services Ltd","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005832627","2018-01-12","48"
"System Analyst Programmer","Kai Shing Management Services Ltd","https://hk.jobsdb.com/hk/en/job/system-analyst-programmer-100003005832601","2018-01-12","48"
"Oracle Systems Analyst","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/oracle-systems-analyst-100003005832594","2018-01-12","48"
"Start-up Environment in a Top Tier Financial Institution - Agile Full Stack Developers","TEKsystems","https://hk.jobsdb.com/hk/en/job/start-up-environment-in-a-top-tier-financial-institution-agile-full-stack-developers-100003005832535","2018-01-12","48"
"Programmers / Analyst Programmers (based in Airport)","Object Valley (Asia Pacific) Limited","https://hk.jobsdb.com/hk/en/job/programmers-analyst-programmers-100003005832531","2018-01-12","48"
"Junior Programmer - Luxury Retail Brand","Page Personnel","https://hk.jobsdb.com/hk/en/job/junior-programmer-luxury-retail-brand-100003005832508","2018-01-12","48"
"Programmer (EMV)","Toppan Forms Card Technologies Limited","https://hk.jobsdb.com/hk/en/job/programmer-100003005832495","2018-01-12","48"
"Analyst Programmer","Wise Information Service Engineering Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005832375","2018-01-12","48"
"Programmer (on contract basis)","Television Broadcasts Limited (TVB)","https://hk.jobsdb.com/hk/en/job/programmer-100003005594745","2018-01-12","48"
"In-House Software Developers - Programmer / Analyst Programmer","Endeavour Search Limited","https://hk.jobsdb.com/hk/en/job/in-house-software-developers-programmer-analyst-programmer-100003005832066","2018-01-12","48"
"(Senior) Software/ Firmware/ Testing/ Validation/ RF/ Hardware Engineers (Fresh graduate Welcome!)","Search & Select International Limited","https://hk.jobsdb.com/hk/en/job/software-firmware-testing-validation-rf-hardware-engineers-100003005831564","2018-01-12","48"
"Web/ Mobile System Analyst (5 Days Work)","Million Tech Development Ltd","https://hk.jobsdb.com/hk/en/job/web-mobile-system-analyst-100003005830805","2018-01-12","48"
"Analyst Programmer / System Analyst (Game Server)","Digitcube.com Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005830220","2018-01-12","48"
"SOFTWARE ENGINEER / PROGRAMMER / DEVELOPER","Huajin Financial (International) Holdings Limited","https://hk.jobsdb.com/hk/en/job/software-engineer-programmer-developer-100003005830423","2018-01-12","48"
"System Analyst / Analyst Programmer / Senior Developer - Oracle EBS (4 openings)","Acton Consulting Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-analyst-programmer-senior-developer-oracle-ebs-100003005827702","2018-01-11","48"
"JAVA Internet Banking - Senior System Analysts/ System Analysts/ Analyst Programmers (Major Bank)","IT Solutions Ltd.","https://hk.jobsdb.com/hk/en/job/java-internet-banking-senior-system-analysts-system-analysts-analyst-programmers-100003005830906","2018-01-11","48"
"JAVA Internet Banking - Senior System Analysts/ System Analysts/ Analyst Programmers (Major Bank)","IT Solutions Ltd.","https://hk.jobsdb.com/hk/en/job/java-internet-banking-senior-system-analysts-system-analysts-analyst-programmers-100003005830906","2018-01-11","48"
"System Analyst - Dynamics AX","Nigel Frank International","https://hk.jobsdb.com/hk/en/job/system-analyst-dynamics-ax-400003003434903","2018-01-11","49"
"Developer (C#.Net) - Ref KIO-J074227","Gemini Personnel Limited","https://hk.jobsdb.com/hk/en/job/developer-ref-kio-j074227-100003005832203","2018-01-11","49"
"Project Manager/Business Analyst(Credit Card System)-up to $60k","Ambition","https://hk.jobsdb.com/hk/en/job/project-manager-business-analyst-100003005832191","2018-01-11","49"
"Programmer/ Data Anylst (VBA)","IT Consulting Solutions Limited","https://hk.jobsdb.com/hk/en/job/programmer-data-anylst-100003005832163","2018-01-11","49"
"Database Architect","Manpower","https://hk.jobsdb.com/hk/en/job/database-architect-100003005832142","2018-01-11","49"
"Database Architect","Manpower","https://hk.jobsdb.com/hk/en/job/database-architect-100003005832142","2018-01-11","49"
"Project Manager (Banking/ Financial)- 40-50k","Ambition","https://hk.jobsdb.com/hk/en/job/project-manager-100003005832035","2018-01-11","49"
"Principle Cloud ERP Consultant, Netsuite","Oracle Systems Hong Kong Ltd","https://hk.jobsdb.com/hk/en/job/principle-cloud-erp-consultant-netsuite-100003005832028","2018-01-11","49"
"Mobile developer (iOS or Android and ReactNative)","Hays","https://hk.jobsdb.com/hk/en/job/mobile-developer-100003005831992","2018-01-11","49"
"Senior Technical C++ Developer [FinTech]","Spencer Ogden","https://hk.jobsdb.com/hk/en/job/senior-technical-cplusplus-developer-100003005831951","2018-01-11","49"
"Java Software Engineer [Digital/Web]","Spencer Ogden","https://hk.jobsdb.com/hk/en/job/java-software-engineer-100003005831945","2018-01-11","49"
"Engineer (Mailbox Migration and Server) (1-yr renewable)","Peoplebank Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/engineer-100003005831932","2018-01-11","49"
"Senior Developer (Hybrid Mobile Web Application Developer & Senior PHP / Yii / JavaScript Developer)","uBeing Mobility Limited","https://hk.jobsdb.com/hk/en/job/senior-developer-100003005829640","2018-01-11","49"
"Junior Programmer - Banking","Midas Associates Limited","https://hk.jobsdb.com/hk/en/job/junior-programmer-banking-100003005831886","2018-01-11","49"
"Software Engineer","BII Transit Systems (HK) Company Limited","https://hk.jobsdb.com/hk/en/job/software-engineer-100003005831861","2018-01-11","49"
"Programmer","BID N EAT Co. Limited","https://hk.jobsdb.com/hk/en/job/programmer-100003005831803","2018-01-11","49"
"Senior Scientist - Speech Recognition (Permanent, Machine Learning)","Recruit Logic Limited","https://hk.jobsdb.com/hk/en/job/senior-scientist-speech-recognition-100003005831178","2018-01-11","49"
"WEB DEVELOPER TRAINEE / WEB DEVELOPER","Wemine Limited","https://hk.jobsdb.com/hk/en/job/web-developer-trainee-web-developer-100003005831709","2018-01-11","49"
"Hyperion consultant","Axline Commercial Services Ltd","https://hk.jobsdb.com/hk/en/job/hyperion-consultant-100003005831733","2018-01-11","49"
"Software Developer","Axline Commercial Services Ltd","https://hk.jobsdb.com/hk/en/job/software-developer-100003005831734","2018-01-11","49"
"JDE ERP Consultant","Axline Commercial Services Ltd","https://hk.jobsdb.com/hk/en/job/jde-erp-consultant-100003005831732","2018-01-11","49"
"Programmer (JAVA)","Target On-Line Financial Ltd","https://hk.jobsdb.com/hk/en/job/programmer-100003005831717","2018-01-11","49"
"Senior Analyst Programmer (Java)","Kelly Services Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/senior-analyst-programmer-100003005831696","2018-01-11","49"
"Backend Developer / Database Programmer (Data Analytics/ A.I.)","WESURANCE Limited","https://hk.jobsdb.com/hk/en/job/backend-developer-database-programmer-100003005831644","2018-01-11","49"
"Programmer/ Web Developer (PHP) (5 days work)","PRIZM","https://hk.jobsdb.com/hk/en/job/programmer-web-developer-100003005831691","2018-01-11","49"
"Juniper Network Engineer (30k)","Chandler Macleod","https://hk.jobsdb.com/hk/en/job/juniper-network-engineer-100003005831636","2018-01-11","49"
"Business Analyst - VBA/ Equity Derivatives/ Bank (45K - 50K)","Michael Page","https://hk.jobsdb.com/hk/en/job/business-analyst-vba-equity-derivatives-bank-100003005831524","2018-01-11","49"
"SAP Application Support - 28K","Michael Page","https://hk.jobsdb.com/hk/en/job/sap-application-support-100003005831518","2018-01-11","49"
"IT Digital Project Manager - Bank (1-year contract)","Gulf Connexions Limited","https://hk.jobsdb.com/hk/en/job/it-digital-project-manager-bank-100003005831481","2018-01-11","49"
"Senior / Junior .NET Developer","Ringus Solution Enterprise Limited","https://hk.jobsdb.com/hk/en/job/senior-junior-dotnet-developer-100003005831442","2018-01-11","49"
"PHP Developer","Ringus Solution Enterprise Limited","https://hk.jobsdb.com/hk/en/job/php-developer-100003005831461","2018-01-11","49"
"Senior Web Programmer/ Developer","Coagenc Limited","https://hk.jobsdb.com/hk/en/job/senior-web-programmer-developer-100003005831416","2018-01-11","49"
"Sr. Business Analyst/ Business Analyst [Ref no. BA-0111-sh-JDB]","HillmanStep Limited","https://hk.jobsdb.com/hk/en/job/sr-business-analyst-business-analyst-100003005831407","2018-01-11","49"
"Peoplesoft Consultant","Oracle Systems Hong Kong Ltd","https://hk.jobsdb.com/hk/en/job/peoplesoft-consultant-100003005831401","2018-01-11","49"
"Young, Smart & Dynamic Software Engineers (Java or C++ or C# or Python) - Top Tier Investment Bank","TEKsystems","https://hk.jobsdb.com/hk/en/job/young-smart-dynamic-software-engineers-top-tier-investment-bank-100003005831399","2018-01-11","49"
"Assistant Manager, Product Development - Electronic Banking Department (Ref: EBD-PD-SH-JDB)","Industrial and Commercial Bank of China (Asia) Limited / ICBC","https://hk.jobsdb.com/hk/en/job/assistant-manager-product-development-electronic-banking-department-100003005831386","2018-01-11","49"
"Project Manager","Coagenc Limited","https://hk.jobsdb.com/hk/en/job/project-manager-100003005831384","2018-01-11","49"
"IT Support (Fresh Graduate to 3 years experiences)","Michael Page","https://hk.jobsdb.com/hk/en/job/it-support-100003005831303","2018-01-11","49"
"Product Business Analyst","Michael Page","https://hk.jobsdb.com/hk/en/job/product-business-analyst-100003005831275","2018-01-11","49"
"IT Senior/Business Analyst - Loan/ FS/ Banks","Chandler Macleod","https://hk.jobsdb.com/hk/en/job/it-senior-business-analyst-loan-fs-banks-100003005831266","2018-01-11","49"
"System & Application Support Engineer (20-30K)","Recruit Logic Limited","https://hk.jobsdb.com/hk/en/job/system-application-support-engineer-100003005831160","2018-01-11","49"
"Web Applications Developer (Ref: HRD-R003-18)","Siemens Ltd","https://hk.jobsdb.com/hk/en/job/web-applications-developer-100003005831135","2018-01-11","49"
"Application Support (Prime Brokerage) - Top Tier Bank- 60k","Robert Half","https://hk.jobsdb.com/hk/en/job/application-support-top-tier-bank-100003005831131","2018-01-11","49"
"Functional Consultant, Supply Chain","Oracle Systems Hong Kong Ltd","https://hk.jobsdb.com/hk/en/job/functional-consultant-supply-chain-100003005831124","2018-01-11","49"
"Consultant, Java Development","Oracle Systems Hong Kong Ltd","https://hk.jobsdb.com/hk/en/job/consultant-java-development-100003005831118","2018-01-11","49"
"IT Systems Analyst - AX","Hudson","https://hk.jobsdb.com/hk/en/job/it-systems-analyst-ax-100003005831093","2018-01-11","49"
"IT Systems Analyst - Business Intelligence","Hudson","https://hk.jobsdb.com/hk/en/job/it-systems-analyst-business-intelligence-100003005831083","2018-01-11","49"
"Business Intelligence Developer-Senior Consultant","GrammyTech Ltd","https://hk.jobsdb.com/hk/en/job/business-intelligence-developer-senior-consultant-100003005831065","2018-01-11","49"
"Mobile Application Developer  (Android/Java)","AMAC Human Resources Consultants (????????) (formerly as Centaline Human Resources Consultants)","https://hk.jobsdb.com/hk/en/job/mobile-application-developer-100003005831045","2018-01-11","49"
"Junior / Application Software Engineer - AR/VR","Kopin (HK) Limited","https://hk.jobsdb.com/hk/en/job/junior-application-software-engineer-ar-vr-100003005830989","2018-01-11","49"
"Senior Programmer / Developer","ZhenHub Technologies Limited","https://hk.jobsdb.com/hk/en/job/senior-programmer-developer-100003005830956","2018-01-11","49"
"Senior Programmer / Developer","ZhenHub Technologies Limited","https://hk.jobsdb.com/hk/en/job/senior-programmer-developer-100003005830956","2018-01-11","49"
"Data Scientist - Python, R, SAS","Venturenix Limited","https://hk.jobsdb.com/hk/en/job/data-scientist-python-r-sas-100003005830942","2018-01-11","50"
"Software Engineer/ Senior Software Engineer","Persona Surgical Modelling Co., Limited","https://hk.jobsdb.com/hk/en/job/software-engineer-senior-software-engineer-100003005830939","2018-01-11","50"
"Junior Programmer","EIDEALINK LIMITED","https://hk.jobsdb.com/hk/en/job/junior-programmer-100003005830881","2018-01-11","50"
"C#.Net ASP.Net  System Analyst (Insurance Company, Renewable contract) (Ref:JH)","Global Talent Services Limited","https://hk.jobsdb.com/hk/en/job/csharp-dotnet-asp-dotnet-system-analyst-100003005830876","2018-01-11","50"
